"","superkingdom","clade","kingdom","phylum","class","order","family","subfamily","genus","species","taxID","length"
"TO_sample_contig_415509","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","Skunavirus","Lactococcus phage 936 group phage PhiG","1636579","  381"
"TO_sample_contig_416245","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_416245","15641"
"TO_sample_contig_416376","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_416376","  338"
"TO_sample_contig_418020","Viruses","unknown_clade","unknown_kingdom","unknown_phylum","unknown_class","unknown_order","Polydnaviriformidae","unknown_subfamily","Ichnoviriform","Ichnoviriform fumiferanae","419435"," 2158"
"TO_sample_contig_419766","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_419766"," 5525"
"TO_sample_contig_422105","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643","  960"
"TO_sample_contig_423799","Viruses","Monodnaviria","Shotokuvirae","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Genomoviridae","unknown_subfamily","Gemykibivirus","Gemykibivirus hydro3","2582939","  281"
"TO_sample_contig_429172","Viruses","unknown_clade","unknown_kingdom","unknown_phylum","unknown_class","unknown_order","unknown_family","unknown_subfamily","Pandoravirus","Pandoravirus inopinatum","1605721","  388"
"TO_sample_contig_432402","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643"," 1122"
"TO_sample_contig_432484","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643","  334"
"TO_sample_contig_434828","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643","  484"
"TO_sample_contig_437281","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","Herelleviridae","unknown_subfamily","unknown_genus","Mammaliicoccus phage vB_MscM-PMS3","2861056"," 2319"
"TO_sample_contig_441551","Viruses","Riboviria","Pararnavirae","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","unknown_subfamily","unknown_genus","Human endogenous retrovirus","210769"," 2874"
"TO_sample_contig_443094","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643","  446"
"TO_sample_contig_443484","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_443484","  370"
"TO_sample_contig_446157","Viruses","Duplodnaviria","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Orthoherpesviridae","Betaherpesvirinae","Roseolovirus","Roseolovirus humanbeta7","10372","  353"
"TO_sample_contig_449409","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Chordopoxvirinae","Oryzopoxvirus","BeAn 58058 virus","67082","  868"
"TO_sample_contig_454459","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_454459","  366"
"TO_sample_contig_454845","Viruses","Riboviria","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Wupedeviridae","unknown_subfamily","Wumivirus","Wumivirus millepedae","1608125","  467"
"TO_sample_contig_455691","Viruses","unknown_clade","unknown_kingdom","unknown_phylum","unknown_class","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Bacteriophage sp.","38018","  462"
"TO_sample_contig_456233","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","Aliceevansviridae","unknown_subfamily","Moineauvirus","unknown_species","1623304","  330"
"TO_sample_contig_458646","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Chordopoxvirinae","Oryzopoxvirus","BeAn 58058 virus","67082"," 1588"
"TO_sample_contig_461524","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_461524","  511"
"TO_sample_contig_462885","Viruses","unknown_clade","unknown_kingdom","unknown_phylum","Naldaviricetes","Lefavirales","Hytrosaviridae","unknown_subfamily","Glossinavirus","Glossinavirus glopallidipedis","379529","  354"
"TO_sample_contig_462959","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_462959"," 7069"
"TO_sample_contig_463524","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","Pahexavirus","unknown_species","1982251","  341"
"TO_sample_contig_463820","Viruses","Duplodnaviria","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Orthoherpesviridae","Betaherpesvirinae","Roseolovirus","Roseolovirus humanbeta7","10372","  563"
"TO_sample_contig_466456","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","Skunavirus","Skunavirus CHPC958","2675254","  509"
"TO_sample_contig_468935","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_468935"," 1278"
"TO_sample_contig_469712","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Staphylococcus phage SPbeta-like","1732063"," 2342"
"TO_sample_contig_471584","Viruses","Monodnaviria","Shotokuvirae","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Genomoviridae","unknown_subfamily","Gemykibivirus","Gemykibivirus hydro3","2582939","  281"
"TO_sample_contig_472711","Viruses","Monodnaviria","Shotokuvirae","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Genomoviridae","unknown_subfamily","Gemykibivirus","Gemykibivirus hydro3","2582939","  228"
"TO_sample_contig_473110","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Imitervirales","Schizomimiviridae","unknown_subfamily","Biavirus","Biavirus raunefjordenense","1499987"," 1394"
"TO_sample_contig_473935","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_473935","  316"
"TO_sample_contig_476161","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Streptococcus phage phi-SsuHCJ3_rum","2664399","  366"
"TO_sample_contig_476513","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_476513","  369"
"TO_sample_contig_477021","Viruses","Duplodnaviria","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Orthoherpesviridae","Betaherpesvirinae","Quwivirus","Quwivirus caviidbeta2","33706","  437"
"TO_sample_contig_481376","Viruses","Monodnaviria","Shotokuvirae","Cossaviricota","Papovaviricetes","Zurhausenvirales","Papillomaviridae","Firstpapillomavirinae","Gammapapillomavirus","Gammapapillomavirus 8","915427"," 1805"
"TO_sample_contig_482652","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","uncultured Caudovirales phage","2100421"," 1097"
"TO_sample_contig_487559","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_487559","  391"
"TO_sample_contig_490706","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_490706"," 3638"
"TO_sample_contig_493329","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_493329","  553"
"TO_sample_contig_497208","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_497208","  281"
"TO_sample_contig_497384","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Staphylococcus phage PhiSepi-HH3","2782522","  811"
"TO_sample_contig_499099","Viruses","Monodnaviria","Shotokuvirae","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Genomoviridae","unknown_subfamily","Gemykibivirus","Gemykibivirus hydro3","2582939","  281"
"TO_sample_contig_500615","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643","  808"
"TO_sample_contig_500758","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Chordopoxvirinae","Oryzopoxvirus","BeAn 58058 virus","67082","  820"
"TO_sample_contig_502119","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643","  704"
"TO_sample_contig_504884","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_504884","  411"
"TO_sample_contig_507471","Viruses","Duplodnaviria","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Orthoherpesviridae","Betaherpesvirinae","Cytomegalovirus","Cytomegalovirus macacinebeta8","944969"," 3090"
"TO_sample_contig_507652","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_507652","  397"
"TO_sample_contig_508865","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_508865","  538"
"TO_sample_contig_510882","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_510882","  976"
"TO_sample_contig_512165","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_512165","  621"
"TO_sample_contig_513162","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_513162","  282"
"TO_sample_contig_513467","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_513467","  533"
"TO_sample_contig_513937","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","Ceduovirus","Ceduovirus CHPC1170","2675240","  622"
"TO_sample_contig_516537","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643","  775"
"TO_sample_contig_518350","Viruses","Monodnaviria","Shotokuvirae","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","unknown_subfamily","Deltapolyomavirus","Deltapolyomavirus sextihominis","746830","  391"
"TO_sample_contig_519886","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_519886"," 4937"
"TO_sample_contig_521155","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_521155","  388"
"TO_sample_contig_521678","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_521678"," 1275"
"TO_sample_contig_523044","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_523044","  282"
"TO_sample_contig_526086","Viruses","Monodnaviria","Shotokuvirae","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Genomoviridae","unknown_subfamily","Gemykibivirus","Gemykibivirus hydro3","2582939","  201"
"TO_sample_contig_527263","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_527263","  360"
"TO_sample_contig_529867","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_529867","  437"
"TO_sample_contig_531164","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae","unknown_subfamily","Prasinovirus","Micromonas sp. RCC1109 virus MpV1","880161","  381"
"TO_sample_contig_532771","Viruses","Duplodnaviria","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Orthoherpesviridae","Betaherpesvirinae","Cytomegalovirus","Cytomegalovirus papiinebeta3","153301","  496"
"TO_sample_contig_532834","Viruses","Riboviria","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Hantaviridae","Mammantavirinae","Thottimvirus","Thottimvirus imjinense","467989","  440"
"TO_sample_contig_533380","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_533380","  200"
"TO_sample_contig_533452","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_533452","  469"
"TO_sample_contig_535333","Viruses","Riboviria","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Phenuiviridae","unknown_subfamily","Phlebovirus","Phlebovirus gordilense","1460451","  476"
"TO_sample_contig_535990","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643"," 2983"
"TO_sample_contig_539676","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643","  558"
"TO_sample_contig_539916","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_539916","  356"
"TO_sample_contig_539994","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_539994"," 3409"
"TO_sample_contig_540108","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_540108","  676"
"TO_sample_contig_540853","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Acinetobacter phage Ab1656-2","2897426","  349"
"TO_sample_contig_542573","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_542573","  386"
"TO_sample_contig_547605","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_547605"," 2478"
"TO_sample_contig_548235","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_548235","  342"
"TO_sample_contig_550872","Viruses","Riboviria","Pararnavirae","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","unknown_subfamily","unknown_genus","Human endogenous retrovirus","210769","  856"
"TO_sample_contig_551309","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_551309","10028"
"TO_sample_contig_552400","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Chordopoxvirinae","Oryzopoxvirus","BeAn 58058 virus","67082","  897"
"TO_sample_contig_554706","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_554706","  281"
"TO_sample_contig_555034","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_555034","  281"
"TO_sample_contig_556248","Viruses","Duplodnaviria","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Orthoherpesviridae","Betaherpesvirinae","Cytomegalovirus","Cytomegalovirus papiinebeta3","153301","  308"
"TO_sample_contig_556251","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643","  851"
"TO_sample_contig_556539","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_556539","  310"
"TO_sample_contig_557018","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Streptococcus phage Javan150","2548008"," 1296"
"TO_sample_contig_561631","Viruses","unknown_clade","unknown_kingdom","unknown_phylum","Naldaviricetes","unknown_order","Nimaviridae","unknown_subfamily","unknown_genus","Armadillidium vulgare clopovirus","2984284"," 1173"
"TO_sample_contig_562340","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_562340","  474"
"TO_sample_contig_565673","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","Skunavirus","Skunavirus sv62605","2029669","  506"
"TO_sample_contig_565971","Viruses","Monodnaviria","Shotokuvirae","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","unknown_subfamily","Deltapolyomavirus","Deltapolyomavirus sextihominis","746830","  613"
"TO_sample_contig_568034","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_568034","  281"
"TO_sample_contig_568063","Viruses","Monodnaviria","Shotokuvirae","Cossaviricota","Papovaviricetes","Zurhausenvirales","Papillomaviridae","Firstpapillomavirinae","Betapapillomavirus","Betapapillomavirus 1","10608"," 7650"
"TO_sample_contig_569312","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","Herelleviridae","unknown_subfamily","Klumppvirus","Klumppvirus A9","857312"," 3075"
"TO_sample_contig_570188","Viruses","Monodnaviria","Shotokuvirae","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Genomoviridae","unknown_subfamily","Gemykibivirus","Gemykibivirus hydro3","2582939","  279"
"TO_sample_contig_570604","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Ceduovirus PCB1","2675263","  491"
"TO_sample_contig_571658","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_571658","  283"
"TO_sample_contig_574907","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","Skunavirus","Skunavirus sv145","1527692","  338"
"TO_sample_contig_576442","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_576442"," 4846"
"TO_sample_contig_576827","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_576827","  310"
"TO_sample_contig_578288","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","Ceduovirus","Ceduovirus CHPC966","2675258"," 2146"
"TO_sample_contig_580074","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","Ceduovirus","Ceduovirus cv50102","2024336","  550"
"TO_sample_contig_580669","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Staphylococcus phage StB20","1147043","  323"
"TO_sample_contig_580928","Viruses","Monodnaviria","Shotokuvirae","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Genomoviridae","unknown_subfamily","Gemykibivirus","Gemykibivirus hydro3","2582939","  281"
"TO_sample_contig_585949","Viruses","Monodnaviria","Shotokuvirae","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","unknown_subfamily","Deltapolyomavirus","Deltapolyomavirus sextihominis","746830","  367"
"TO_sample_contig_587984","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643"," 5954"
"TO_sample_contig_589474","Viruses","unknown_clade","unknown_kingdom","unknown_phylum","unknown_class","unknown_order","unknown_family","unknown_subfamily","Pandoravirus","Pandoravirus salinus","1349410","  573"
"TO_sample_contig_590014","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_590014","  943"
"TO_sample_contig_591576","Viruses","Monodnaviria","Shotokuvirae","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","unknown_subfamily","Deltapolyomavirus","Deltapolyomavirus sextihominis","746830","  318"
"TO_sample_contig_592444","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643"," 1762"
"TO_sample_contig_597538","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643"," 1220"
"TO_sample_contig_599624","Viruses","Duplodnaviria","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Orthoherpesviridae","Gammaherpesvirinae","Percavirus","Percavirus felidgamma1","1452540","  371"
"TO_sample_contig_600587","Viruses","unknown_clade","unknown_kingdom","unknown_phylum","unknown_class","unknown_order","Polydnaviriformidae","unknown_subfamily","Ichnoviriform","Ichnoviriform fumiferanae","419435"," 1858"
"TO_sample_contig_600949","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643","  337"
"TO_sample_contig_603628","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643","  827"
"TO_sample_contig_603675","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_603675","  281"
"TO_sample_contig_604045","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_604045","  281"
"TO_sample_contig_604860","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","Skunavirus","Skunavirus sv936","39838","  694"
"TO_sample_contig_606094","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_606094","  281"
"TO_sample_contig_608186","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Ceduovirus cv37203","2024335"," 1549"
"TO_sample_contig_611504","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","Skunavirus","unknown_species","1623305","  358"
"TO_sample_contig_612438","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643","  302"
"TO_sample_contig_613499","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_613499","  281"
"TO_sample_contig_616327","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643","  423"
"TO_sample_contig_616355","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_616355","  281"
"TO_sample_contig_616464","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_616464","  451"
"TO_sample_contig_616798","Viruses","Monodnaviria","Shotokuvirae","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","unknown_subfamily","Deltapolyomavirus","Deltapolyomavirus sextihominis","746830","  351"
"TO_sample_contig_617242","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","uncultured Caudovirales phage","2100421","  332"
"TO_sample_contig_624058","Viruses","unknown_clade","unknown_kingdom","unknown_phylum","unknown_class","unknown_order","unknown_family","unknown_subfamily","Pandoravirus","Pandoravirus salinus","1349410","  303"
"TO_sample_contig_625006","Viruses","Monodnaviria","Shotokuvirae","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","unknown_subfamily","Deltapolyomavirus","Deltapolyomavirus sextihominis","746830","  371"
"TO_sample_contig_628778","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","Skunavirus","unknown_species","1623305","  304"
"TO_sample_contig_630294","Viruses","Monodnaviria","Shotokuvirae","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Genomoviridae","unknown_subfamily","Gemykibivirus","Gemykibivirus hydro3","2582939","  281"
"TO_sample_contig_630943","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","Ceduovirus","unknown_species","186532","  375"
"TO_sample_contig_632064","Viruses","Monodnaviria","Shotokuvirae","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","unknown_subfamily","Deltapolyomavirus","Deltapolyomavirus sextihominis","746830","  453"
"TO_sample_contig_634259","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_634259","  318"
"TO_sample_contig_635497","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Chordopoxvirinae","Oryzopoxvirus","BeAn 58058 virus","67082"," 1062"
"TO_sample_contig_635705","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_635705","  514"
"TO_sample_contig_635710","Viruses","Monodnaviria","Shotokuvirae","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Genomoviridae","unknown_subfamily","Gemykibivirus","Gemykibivirus hydro3","2582939","  556"
"TO_sample_contig_636265","Viruses","unknown_clade","unknown_kingdom","unknown_phylum","unknown_class","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Streptococcus phage MissG2","2911161"," 1138"
"TO_sample_contig_636850","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643","  319"
"TO_sample_contig_636988","Viruses","Monodnaviria","Shotokuvirae","Cossaviricota","Papovaviricetes","Zurhausenvirales","Papillomaviridae","Firstpapillomavirinae","Alphapapillomavirus","Alphapapillomavirus 9","333760","  211"
"TO_sample_contig_637111","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_637111"," 7446"
